historico;solicitante;orgão_solicitante;status_voo;horas_voadas;Aeronave;n_db;base;data;orgao_responsável;origem;destino;passageiro;cargo_funcao_;orgao_passageiro
"Traslado do Exmo. Governador de Minas Gerais e comitiva em visita a Comunidade Lajinha; entrevista para Rádio 98 FM -Teófilo Otoni; e Solenidade de abertura da XXX Feira Internacional de Pedras Preciosas de Teófilo Otoni.";Lucas Tadeu Bonaccorsi;Gabinete Militar do Governador;PLANEJADA;02:20:00;PT-WGS - PÉGASUS 19;0101-2020;DTA;10/11/2020;Secretaria-Geral;TEOFILO OTONI;BELO HORIZONTE;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas Gerais e comitiva para visita a obras de infraestrutura em Uberlândia/MG.;Israel Calixto Junior;Gabinete Militar do Governador;PLANEJADA;02:15:00;PT-OSO - PEGASUS 12;0192-2020;EsAF;08/12/2020;Secretaria-Geral;UBERLANDIA;BELO HORIZONTE;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"O Exmo Sr Governador de Minas participará de reuniáo com Exmo Presidente da República Jair Bolsonaro; e de reuniáo com presidente do Banco do Brasil,  Rubem Novaes em Brasília/DF.";Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador;PLANEJADA;02:35:00;PR-TRJ - PEGASUS 21;0026-2020;EsAF;09/04/2020;Gabinete Militar do Governador;BELO HORIZONTE;BRASILIA;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"Reunião com o ministro do Desenvolvimento regional Rogério Marinho; café da manhã com o presidente do Senado Federal,  Davi Alcolumbre; reunião com o ministro do Superior Tribunal de Justiça,  João Otávio de Noronha; reunião com o ministro da Economia Paulo Guedes.";Romeu Zema Neto;Gabinete Militar do Governador;REALIZADO;;Citation - PT-MGS;;;03/03/2020 00:00;Gabinete Militar do Governador;BELO HORIZONTE;Brasília;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador;PLANEJADA;00:30:00;PR-DTG - N3;0096-2020;DTA;13/08/2020;Secretaria-Geral;MONTES CLAROS;BRASÍLIA DE MINAS;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Governador de Minas Gerais e comitiva para revista á  tropa do Corpo de Bombeiros Militar de Minas Gerais (CBMMG) em Brumadinho e reuniáo com ministro Marcelo Âlvaro Antônio (Turismo)em Ouro Preto.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador;PLANEJADA;01:22:00;PR-DTG - N3;0111-2020;DTA;03/09/2020;Secretaria-Geral;BELO HORIZONTE;BRUMADINHO;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda Oficial do Governador do Estado de Minas Gerais: Participação na Cerimônia de Inauguração da Estação de Tratamento de Esgoto,  visita à Sociedade Esportiva Recreativa Pirajubense - SERP e Escola Municipal Professor Lazaro Rosa Muniz,  em Pirajuba - MG.;Romeu Zema Neto;Gabinete Militar do Governador;REALIZADO;;King Air - PT-WGS;;;21/02/2020 00:00;Gabinete Militar do Governador;UBERLANDIA;Campo Florido;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda do Governador do Estado em Sáo Sebastiáo do Oeste e Carmo do Cajuru.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:49:00;PR-DTG - N3;0130-2020;DTA;20/11/2020;Secretaria-Geral;SÃO SEBASTIÃO DO OESTE;CARMO DO CAJURU;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas Gerais e comitiva para evento de encerramento do ano em Contagem/MG.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:55:00;PR-DTG - N3;0134-2020;DTA;15/12/2020;Secretaria-Geral;BELO HORIZONTE;CONTAGEM;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda do Governador do Estado e sua comitiva nas cidades visitadas.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:32:00;PR-DTG - N3;0081-2020;DTA;24/07/2020;Secretaria-Geral;MANHUAÇU;CORONEL FABRICIANO;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda Oficial do Governador do Estado de Minas Gerais: Participação na Reunião do Consórcio de Integração Sul e Sudeste - COSUD  em Foz do Iguaçu/PR.;Romeu Zema Neto;Gabinete Militar do Governador;REALIZADO;;Citation - PT-MGS;;;28/02/2020 00:00;Gabinete Militar do Governador;BELO HORIZONTE;Foz do Iguaçu;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda Oficial do Governador do Estado de Minas Gerais: Participação na abertura da 14ª edição da Feira de Móveis de Minas Gerais (Femur) e reunião com empresários da região em Ubá - MG.;Romeu Zema Neto;Gabinete Militar do Governador;REALIZADO;;King Air PR-OSO;;;20/01/2020 00:00;Gabinete Militar do Governador;BELO HORIZONTE;GOIANÁ - MG;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva;";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:25:00;PR-DTG - N3;0078-2020;DTA;16/07/2020;Secretaria-Geral;ALÉM PARAÍBA;GOIANÁ - MG;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda Oficial do Governador do Estado de Minas Gerais: - Participação na abertura da 14ª edição da Feira de Móveis de Minas Gerais (Femur) e reuniáo com empresários da regiáo  em Ubá - MG.;;;PLANEJADA;;King Air - PR-OSO;;;20/01/2020;;BELO HORIZONTE;GOIANÁ - MG;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva;";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:55:00;PT-MGS - PT-MGS;0041-2020;DTA;16/07/2020;Secretaria-Geral;JOAO PINHEIRO;GOIANÁ - MG;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para Inauguração da nova sede do Ministério Público,  em Governador Valadares; sobrevoo ás áreas atingidas pelo rompimento da Barragem do Fundáo,  Reuniáo com bispo Dom Airton José dos Santos  e Encontro com as famílias atingidas pelo rompimento da Barragem do Fundáo em Mariana (MG)";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:57:00;PR-DTG - N3;0126-2020;DTA;05/11/2020;Secretaria-Geral;BELO HORIZONTE;GOVERNADOR VALADARES;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador;PLANEJADA;03:17:00;PT-MGS - PT-MGS;0049-2020;DTA;13/08/2020;Secretaria-Geral;BELO HORIZONTE;GOVERNADOR VALADARES;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"Agenda Oficial do Governador do Estado de Minas Gerais: Visita e sobrevoo nas regiões afetadas pelas chuvas  em Governador Valadares - MG; Reunião para discutir sobre os recursos que serão liberados pelo Governo Federal, em Brasília - DF.";Romeu Zema Neto;Gabinete Militar do Governador;REALIZADO;;Citation - PT-MGS;;;29/01/2020 00:00;Gabinete Militar do Governador;BELO HORIZONTE;Governador Valadares / Brasília / Confins;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"Agenda Oficial do Governador do Estado de Minas Gerais: - Visita e sobrevoo nas regiões afetadas pelas chuvas  em Governador Valadares - MG; - Reunião para discutir sobre os recursos que seráo liberados pelo Governo Federal em Brasília - DF.";;;PLANEJADA;;Citation - PT-MGS;;;29/01/2020;;BELO HORIZONTE;Governador Valadares / Brasília / Confins - MG / DF;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"Agenda Oficial do Governador do Estado de Minas Gerais: - Visita e sobrevoo nas regiões afetadas pelas chuvas  em Governador Valadares - MG; - Reunião para discutir sobre os recursos que seráo liberados pelo Governo Federal em Brasília - DF.";;;PLANEJADA;;Citation - PT-MGS;;;30/01/2020;;BELO HORIZONTE;Governador Valadares / Brasília / Confins - MG / DF;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Entrega de ambulâncias no município de Guanháes/MG.;Romeu Zema Neto;Governadoria;PLANEJADA;01:20:00;PR-TRJ - PEGASUS 21;0038-2020;EsAF;08/06/2020;Secretaria-Geral;BELO HORIZONTE;GUANHÃES;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva;";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:40:00;PT-MGS - PT-MGS;0040-2020;DTA;16/07/2020;Secretaria-Geral;UBERLANDIA;JOAO PINHEIRO;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas Gerais e comitiva para reuniáo com empresários e autoridades locais em Juiz de Fora/MG.;Lucas Tadeu Bonaccorsi;Gabinete Militar do Governador;PLANEJADA;01:30:00;PT-WGS - PÉGASUS 19;0102-2020;DTA;03/12/2020;Secretaria-Geral;BELO HORIZONTE;JUIZ DE FORA;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda Oficial do Governador do Estado de Minas Gerais: Visita nas regiões afestadas pelas chuvas para avaliações dos danos causados  em Manhuaçu - MG.;Romeu Zema Neto;Gabinete Militar do Governador;REALIZADO;;King Air - PT-WGS;;;26/01/2020 00:00;Gabinete Militar do Governador;BELO HORIZONTE;MANHUAÇU;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda do Governador do Estado e sua comitiva nas cidades visitadas.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:11:00;PR-DTG - N3;0080-2020;DTA;24/07/2020;Secretaria-Geral;BELO HORIZONTE;MANHUAÇU;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda Oficial do Governador do Estado de Minas Gerais: - Visita nas regiões afetadas pelas chuvas para avaliaçãµes dos danos causados  em Manhuaá§u - MG.;;;PLANEJADA;;King Air - PT-WGS;;;26/01/2020;;BELO HORIZONTE;MANHUAÇU;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda Oficial do Governador do Estado de Minas Gerais: Sobrevoo nas regiões afetadas pelas chuvas;Romeu Zema Neto;Gabinete Militar do Governador;REALIZADO;;Dauphin - PR-DTG;;;26/01/2020 00:00;Gabinete Militar do Governador;MANHUAÇU;MANHUAÇU;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda Oficial do Governador do Estado de Minas Gerais: - Visita nas regiões afetadas pelas chuvas para avaliaçãµes dos danos causados  em Manhuaá§u - MG.;;;PLANEJADA;;Dauphin - PR-DTG;;;26/01/2020;;MANHUAÇU;MANHUAÇU;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para Inauguração da nova sede do Ministério Público,  em Governador Valadares; sobrevoo ás áreas atingidas pelo rompimento da Barragem do Fundáo,  Reuniáo com bispo Dom Airton José dos Santos  e Encontro com as famílias atingidas pelo rompimento da Barragem do Fundáo em Mariana (MG)";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:57:00;PR-DTG - N3;0127-2020;DTA;05/11/2020;Secretaria-Geral;GOVERNADOR VALADARES;MARIANA;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador de Minas Gerais e comitiva. Agenda oficial na CDL,  Eurofarma e Rede Globo,  em Montes Claros. Visita ao vapor Benjamin Guimaráes e à Liasa, em Pirapora.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:05:00;PT-MGS - PT-MGS;0057-2020;DTA;17/09/2020;Secretaria-Geral;BELO HORIZONTE;MONTES CLAROS;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador;PLANEJADA;00:27:00;PR-DTG - N3;0097-2020;DTA;13/08/2020;Secretaria-Geral;BRASÍLIA DE MINAS;MONTES CLAROS;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador;PLANEJADA;00:45:00;PT-MGS - PT-MGS;0050-2020;DTA;13/08/2020;Secretaria-Geral;GOVERNADOR VALADARES;MONTES CLAROS;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda do Governador do Estado e sua comitiva nas cidades para entrega de respiradores.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:35:00;PR-DTG - N3;0087-2020;DTA;07/08/2020;Secretaria-Geral;TRÊS PONTAS;OLIVEIRA;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Governador de Minas Gerais e comitiva para revista á  tropa do Corpo de Bombeiros Militar de Minas Gerais (CBMMG) em Brumadinho e reuniáo com ministro Marcelo Âlvaro Antônio (Turismo)em Ouro Preto.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador;PLANEJADA;00:22:00;PR-DTG - N3;0112-2020;DTA;03/09/2020;Secretaria-Geral;BRUMADINHO;OURO PRETO;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador de Minas Gerais e comitiva. Agenda oficial na CDL,  Eurofarma e Rede Globo,  em Montes Claros. Visita ao vapor Benjamin Guimaráes e à Liasa, em Pirapora.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;00:30:00;PT-MGS - PT-MGS;0058-2020;DTA;17/09/2020;Secretaria-Geral;MONTES CLAROS;PIRAPORA;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Reunião do Goverandor e do Vice-governador de Minas Geraise comitiva com investidores na capital paulista.;Romeu Zema Neto;Gabinete Militar do Governador;REALIZADO;;Citation - PT-MGS;;;05/03/2020 00:00;Gabinete Militar do Governador;BELO HORIZONTE;SÃO PAULO;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Participação do Governador de Minas Gerais e sua comitiva no lançamento da CNN BRASIL na capital paulista.;Romeu Zema Neto;Gabinete Militar do Governador;REALIZADO;;PT-MGS Citation;;;09/03/2020 00:00;Gabinete Militar do Governador;BELO HORIZONTE;SÃO PAULO;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
O Governador Romeu Zema realiza entrega de respiradores na cidade de Teófilo Otoni - MG.;Romeu Zema Neto;Governo de Minas Gerais;PLANEJADA;01:44:00;PR-TRJ - PEGASUS 21;0034-2020;DTA;19/05/2020;Gabinete Militar do Governador;BELO HORIZONTE;TEOFILO OTONI;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"Traslado do Exmo. Governador de Minas Gerais e comitiva em visita a Comunidade Lajinha; entrevista para Rádio 98 FM -Teófilo Otoni; e Solenidade de abertura da XXX Feira Internacional de Pedras Preciosas de Teófilo Otoni.";Lucas Tadeu Bonaccorsi;Gabinete Militar do Governador;PLANEJADA;02:20:00;PT-WGS - PÉGASUS 19;0100-2020;DTA;10/11/2020;Secretaria-Geral;BELO HORIZONTE;TEOFILO OTONI;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda do Governador do Estado e sua comitiva nas cidades para entrega de respiradores.;Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;02:28:00;PR-DTG - N3;0086-2020;DTA;07/08/2020;Secretaria-Geral;BELO HORIZONTE;TRÊS PONTAS;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva;";Romeu Zema Neto;Secretaria-Geral do Estado de Minas Gerais;PLANEJADA;03:15:00;PT-MGS - PT-MGS;0039-2020;DTA;16/07/2020;Secretaria-Geral;BELO HORIZONTE;UBERLANDIA;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas Gerais e comitiva para visita a obras de infraestrutura em Uberlândia/MG.;Israel Calixto Junior;Gabinete Militar do Governador;PLANEJADA;02:15:00;PT-OSO - PEGASUS 12;0191-2020;EsAF;08/12/2020;Secretaria-Geral;BELO HORIZONTE;UBERLANDIA;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda Oficial do Governador do Estado de Minas Gerais: Participação na Reinauguração da Fábrica de Margarina  BRFoods,  em Uberlândia - MG.;Romeu Zema Neto;Gabinete Militar do Governador;REALIZADO;;King Air - PT-WGS;;;20/02/2020 00:00;Gabinete Militar do Governador;BELO HORIZONTE;UBERLANDIA;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
O Governador Romeu Zema realiza entrega de respiradores na cidade de Teófilo Otoni - MG.;Romeu Zema Neto;Governo de Minas Gerais;PLANEJADA;00:56:00;PR-TRJ - PEGASUS 21;0035-2020;DTA;19/05/2020;Gabinete Militar do Governador;TEOFILO OTONI;BELO HORIZONTE;Sandro Lucio Fonseca;Deputado Estadual;Assembleia Legislativa de Minas Gerais
O Governador Romeu Zema realiza entrega de respiradores na cidade de Teófilo Otoni - MG.;Romeu Zema Neto;Governo de Minas Gerais;PLANEJADA;01:44:00;PR-TRJ - PEGASUS 21;0034-2020;DTA;19/05/2020;Gabinete Militar do Governador;BELO HORIZONTE;TEOFILO OTONI;Sandro Lucio Fonseca;Deputado Estadual;Assembleia Legislativa de Minas Gerais
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador;PLANEJADA;03:17:00;PT-MGS - PT-MGS;0049-2020;DTA;13/08/2020;Secretaria-Geral;BELO HORIZONTE;GOVERNADOR VALADARES;Sandro Lúcio Fonseca;Deputado Estadual;Assembleia Legislativa de Minas Gerais
