historico;solicitante;orgão_solicitante;status_voo;horas_voadas;Aeronave;n_db;base;data;orgao_responsável;origem;destino;passageiro;cargo_funcao_;orgao_passageiro
"O Exmo Sr Governador de Minas participará de reuniáo com Exmo Presidente da República Jair Bolsonaro; e de reuniáo com presidente do Banco do Brasil,  Rubem Novaes em Brasília/DF.";Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador;PLANEJADA;01:10:00;PR-TRJ - PEGASUS 21;0027-2020;EsAF;09/04/2020;Gabinete Militar do Governador;BRASILIA;BELO HORIZONTE;Caroline Lopes Teixeira;Chefe de Comunicação Digital do Governo do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"O Exmo Sr Governador de Minas participará de reuniáo com Exmo Presidente da República Jair Bolsonaro; e de reuniáo com presidente do Banco do Brasil,  Rubem Novaes em Brasília/DF.";Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador;PLANEJADA;02:35:00;PR-TRJ - PEGASUS 21;0026-2020;EsAF;09/04/2020;Gabinete Militar do Governador;BELO HORIZONTE;BRASILIA;Caroline Lopes Teixeira;Chefe de Comunicação Digital do Governo do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda Oficial do Governador do Estado de Minas Gerais: Participação na cerimônia do lançamento da Pedra Fundamental do Memorial às Vítimas do Rompimento da Barragem da Mina Córrego do Feijão e sobrevoo na Região Metropolitana de Belo Horizonte.;Romeu Zema Neto;Gabinete Militar do Governador;REALIZADO;;Dauphin - PR-DTG;;;25/01/2020 00:00;Gabinete Militar do Governador;BRUMADINHO;BELO HORIZONTE;Catharina Scarpellini Zema;Filha do Governador Romeu Zema;Gabinete Militar do Governador
Agenda Oficial do Governador do Estado de Minas Gerais: - Participação na cerimônia do laná§amento da Pedra Fundamental do Memorial á s Vítimas do Rompimento da Barragem da Mina Córrego do Feijáo e sobrevoo na Regiáo Metropolitana de Belo Horizonte.;;;PLANEJADA;;Dauphin - PR-DTG;;;25/01/2020;;BRUMADINHO;BELO HORIZONTE;Catharina Scarpellini Zema;Filha do Governador Romeu Zema;Gabinete Militar do Governador
Agenda Oficial do Governador do Estado de Minas Gerais: Participação na cerimônia do lançamento da Pedra Fundamental do Memorial às Vítimas do Rompimento da Barragem da Mina Córrego do Feijão e sobrevoo na Região Metropolitana de Belo Horizonte.;Romeu Zema Neto;Gabinete Militar do Governador;REALIZADO;;Dauphin - PR-DTG;;;25/01/2020 00:00;Gabinete Militar do Governador;BRUMADINHO;BELO HORIZONTE;Cel BM Edgar Estevo da Silva;Comandante-Geral CBMMG;Corpo de Bombeiros Militar do Estado de Minas Gerais
Agenda Oficial do Governador do Estado de Minas Gerais: - Participação na cerimônia do laná§amento da Pedra Fundamental do Memorial á s Vítimas do Rompimento da Barragem da Mina Córrego do Feijáo e sobrevoo na Regiáo Metropolitana de Belo Horizonte.;;;PLANEJADA;;Dauphin - PR-DTG;;;25/01/2020;;BRUMADINHO;BELO HORIZONTE;Cel BM Edgar Estevo da Silva;Comandante-Geral CBMMG;Corpo de Bombeiros Militar do Estado de Minas Gerais
Agenda Oficial do Governador do Estado de Minas Gerais: Sobrevoo nas regiões mineiras afetadas pelas chuvas.;Romeu Zema Neto;Gabinete Militar do Governador;REALIZADO;;Dauphin - PR-DTG;;;26/01/2020 00:00;Gabinete Militar do Governador;BELO HORIZONTE;BELO HORIZONTE;Cel PM Rodrigo Sousa Rodrigues;Chefe do Gabinete Militar do Governador/CEDEC;Gabinete Militar do Governador
Agenda Oficial do Governador do Estado de Minas Gerais: - Sobrevoo nas regiões mineiras afetadas pelas chuvas.;;;PLANEJADA;;Dauphin - PR-DTG;;;26/01/2020;;BELO HORIZONTE;BELO HORIZONTE;Cel PM Rodrigo Sousa Rodrigues;Chefe do Gabinete Militar do Governador/CEDEC;Gabiente Militar do Governador
Agenda Oficial do Governador do Estado de Minas Gerais: Participação na cerimônia do lançamento da Pedra Fundamental do Memorial às Vítimas do Rompimento da Barragem da Mina Córrego do Feijão e sobrevoo na Região Metropolitana de Belo Horizonte.;Romeu Zema Neto;Gabinete Militar do Governador;REALIZADO;;Dauphin - PR-DTG;;;25/01/2020 00:00;Gabinete Militar do Governador;BRUMADINHO;BELO HORIZONTE;Cel PM Rodrigo Sousa Rodrigues;Chefe do Gabinete Militar do Governador/CEDEC;Gabinete Militar do Governador
Agenda Oficial do Governador do Estado de Minas Gerais: - Participação na cerimônia do laná§amento da Pedra Fundamental do Memorial á s Vítimas do Rompimento da Barragem da Mina Córrego do Feijáo e sobrevoo na Regiáo Metropolitana de Belo Horizonte.;;;PLANEJADA;;Dauphin - PR-DTG;;;25/01/2020;;BRUMADINHO;BELO HORIZONTE;Cel PM Rodrigo Sousa Rodrigues;Chefe do Gabinete Militar do Governador/CEDEC;Gabiente Militar do Governador
"Agenda Oficial do Governador do Estado de Minas Gerais: Visita e sobrevoo nas regiões afetadas pelas chuvas  em Governador Valadares - MG; Reunião para discutir sobre os recursos que serão liberados pelo Governo Federal, em Brasília - DF.";Romeu Zema Neto;Gabinete Militar do Governador;REALIZADO;;Citation - PT-MGS;;;29/01/2020 00:00;Gabinete Militar do Governador;BELO HORIZONTE;Governador Valadares / Brasília / Confins;Cel PM Rodrigo Sousa Rodrigues;Chefe do Gabinete Militar do Governador/CEDEC;Gabinete Militar do Governador
"Agenda Oficial do Governador do Estado de Minas Gerais: - Visita e sobrevoo nas regiões afetadas pelas chuvas  em Governador Valadares - MG; - Reunião para discutir sobre os recursos que seráo liberados pelo Governo Federal em Brasília - DF.";;;PLANEJADA;;Citation - PT-MGS;;;29/01/2020;;BELO HORIZONTE;Governador Valadares / Brasília / Confins - MG / DF;Cel PM Rodrigo Sousa Rodrigues;Chefe do Gabinete Militar do Governador/CEDEC;Gabiente Militar do Governador
"Agenda Oficial do Governador do Estado de Minas Gerais: - Visita e sobrevoo nas regiões afetadas pelas chuvas  em Governador Valadares - MG; - Reunião para discutir sobre os recursos que seráo liberados pelo Governo Federal em Brasília - DF.";;;PLANEJADA;;Citation - PT-MGS;;;30/01/2020;;BELO HORIZONTE;Governador Valadares / Brasília / Confins - MG / DF;Cel PM Rodrigo Sousa Rodrigues;Chefe do Gabinete Militar do Governador/CEDEC;Gabiente Militar do Governador
"Agenda Oficial do Governador do Estado de Minas Gerais: Visita e sobrevoo nas regiões afetadas pelas chuvas  em Governador Valadares - MG; Reunião para discutir sobre os recursos que serão liberados pelo Governo Federal, em Brasília - DF.";Romeu Zema Neto;Gabinete Militar do Governador;REALIZADO;;Citation - PT-MGS;;;29/01/2020 00:00;Gabinete Militar do Governador;BELO HORIZONTE;Governador Valadares / Brasília / Confins;Celise Barreiros Laviola Cabral de Lira;Deputada Estadual;Gabinete Militar do Governador
Traslado do Exmo Sr Governador do Estado de Minas Gerais e comitiva.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador;PLANEJADA;03:17:00;PT-MGS - PT-MGS;0049-2020;DTA;13/08/2020;Secretaria-Geral;BELO HORIZONTE;GOVERNADOR VALADARES;Celise Barreiros Laviola Cabral de Lira;Deputado Estadual;Assembleia Legislativa de Minas Gerais
"Agenda Oficial do Governador do Estado de Minas Gerais: - Visita e sobrevoo nas regiões afetadas pelas chuvas  em Governador Valadares - MG; - Reunião para discutir sobre os recursos que seráo liberados pelo Governo Federal em Brasília - DF.";;;PLANEJADA;;Citation - PT-MGS;;;29/01/2020;;BELO HORIZONTE;Governador Valadares / Brasília / Confins - MG / DF;Celise Barreiros Laviola Cabral de Lira;Deputado Estadual;Assembleia Legislativa de Minas Gerais
"Agenda Oficial do Governador do Estado de Minas Gerais: - Visita e sobrevoo nas regiões afetadas pelas chuvas  em Governador Valadares - MG; - Reunião para discutir sobre os recursos que seráo liberados pelo Governo Federal em Brasília - DF.";;;PLANEJADA;;Citation - PT-MGS;;;30/01/2020;;BELO HORIZONTE;Governador Valadares / Brasília / Confins - MG / DF;Celise Barreiros Laviola Cabral de Lira;Deputado Estadual;Assembleia Legislativa de Minas Gerais
Traslado do Exmo Governador de Minas Gerais e comitiva para revista à tropa do Corpo de Bombeiros Militar de Minas Gerais (CBMMG) em Brumadinho e reuniáo com ministro Marcelo Âlvaro Antônio (Turismo)em Ouro Preto.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador;PLANEJADA;00:42:00;PR-DTG - N3;0113-2020;DTA;03/09/2020;Secretaria-Geral;OURO PRETO;BELO HORIZONTE;Charles dos Santos;Deputado Estadual;Assembleia Legislativa de Minas Gerais
Traslado do Exmo Governador de Minas Gerais e comitiva para revista á  tropa do Corpo de Bombeiros Militar de Minas Gerais (CBMMG) em Brumadinho e reuniáo com ministro Marcelo Âlvaro Antônio (Turismo)em Ouro Preto.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador;PLANEJADA;01:22:00;PR-DTG - N3;0111-2020;DTA;03/09/2020;Secretaria-Geral;BELO HORIZONTE;BRUMADINHO;Charles dos Santos;Deputado Estadual;Assembleia Legislativa de Minas Gerais
Traslado do Exmo Governador de Minas Gerais e comitiva para revista á  tropa do Corpo de Bombeiros Militar de Minas Gerais (CBMMG) em Brumadinho e reuniáo com ministro Marcelo Âlvaro Antônio (Turismo)em Ouro Preto.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador;PLANEJADA;00:22:00;PR-DTG - N3;0112-2020;DTA;03/09/2020;Secretaria-Geral;BRUMADINHO;OURO PRETO;Charles dos Santos;Deputado Estadual;Assembleia Legislativa de Minas Gerais
Entrega de ambulâncias no município de Guanháes/MG.;Romeu Zema Neto;Governadoria;PLANEJADA;00:40:00;PR-TRJ - PEGASUS 21;0039-2020;EsAF;08/06/2020;Secretaria-Geral;GUANHÃES;BELO HORIZONTE;Darlan Venáncio Thomaz Pereira;Subsecretário;Secretaria de Estado de Saúde
Entrega de ambulâncias no município de Guanháes/MG.;Romeu Zema Neto;Governadoria;PLANEJADA;01:20:00;PR-TRJ - PEGASUS 21;0038-2020;EsAF;08/06/2020;Secretaria-Geral;BELO HORIZONTE;GUANHÃES;Darlan Venáncio Thomaz Pereira;Subsecretário;Secretaria de Estado de Saúde
Traslado do Exmo Governador de Minas Gerais e comitiva para revista à tropa do Corpo de Bombeiros Militar de Minas Gerais (CBMMG) em Brumadinho e reuniáo com ministro Marcelo Âlvaro Antônio (Turismo)em Ouro Preto.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador;PLANEJADA;00:42:00;PR-DTG - N3;0113-2020;DTA;03/09/2020;Secretaria-Geral;OURO PRETO;BELO HORIZONTE;Domenico Zema;Filho do Governador Romeu Zema;Filho do Governador
Traslado do Exmo Governador de Minas Gerais e comitiva para revista á  tropa do Corpo de Bombeiros Militar de Minas Gerais (CBMMG) em Brumadinho e reuniáo com ministro Marcelo Âlvaro Antônio (Turismo)em Ouro Preto.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador;PLANEJADA;01:22:00;PR-DTG - N3;0111-2020;DTA;03/09/2020;Secretaria-Geral;BELO HORIZONTE;BRUMADINHO;Domenico Zema;Filho do Governador Romeu Zema;Filho do Governador
Traslado do Exmo Governador de Minas Gerais e comitiva para revista á  tropa do Corpo de Bombeiros Militar de Minas Gerais (CBMMG) em Brumadinho e reuniáo com ministro Marcelo Âlvaro Antônio (Turismo)em Ouro Preto.;Paulo Roberto Bermudes Rezende;Gabinete Militar do Governador;PLANEJADA;00:22:00;PR-DTG - N3;0112-2020;DTA;03/09/2020;Secretaria-Geral;BRUMADINHO;OURO PRETO;Domenico Zema;Filho do Governador Romeu Zema;Filho do Governador
